ranking,EDV,EDM
1069,1.7,244610.8818
1070,1.7,244411.9805
1071,1.7,244213.4265
1072,1.7,244015.2189
1073,1.7,243817.3567
1074,1.7,243619.8391
1075,1.7,243422.665
1076,1.7,243225.8337
1077,1.7,243029.3441
1078,1.7,242833.1954
1079,1.7,242637.3867
1080,1.6,242441.9171
1081,1.6,242246.7856
1082,1.6,242051.9913
1083,1.6,241857.5334
1084,1.6,241663.4111
1085,1.6,241469.6232
1086,1.6,241276.1692
1087,1.6,241083.0479
1088,1.6,240890.2586
1089,1.6,240697.8003
1090,1.6,240505.6722
1091,1.6,240313.8735
1092,1.6,240122.4033
1093,1.6,239931.2606
1094,1.6,239740.4447
1095,1.6,239549.9547
1096,1.6,239359.7897
1097,1.6,239169.9489
1098,1.6,238980.4314
1099,1.6,238791.2365
1100,1.6,238602.3631
1101,1.6,238413.8106
1102,1.6,238225.5781
1103,1.6,238037.6647
1104,1.6,237850.0696
1105,1.6,237662.792
1106,1.6,237475.8311
1107,1.6,237289.186
1108,1.6,237102.856
1109,1.6,236916.8401
1110,1.6,236731.1377
1111,1.6,236545.7478
1112,1.6,236360.6697
1113,1.6,236175.9026
1114,1.5,235991.4456
1115,1.5,235807.2981
1116,1.5,235623.4591
1117,1.5,235439.9279
1118,1.5,235256.7037
1119,1.5,235073.7857
1120,1.5,234891.1732
1121,1.5,234708.8653
1122,1.5,234526.8612
1123,1.5,234345.1602
1124,1.5,234163.7616
1125,1.5,233982.6645
1126,1.5,233801.8681
1127,1.5,233621.3718
1128,1.5,233441.1747
1129,1.5,233261.2761
1130,1.5,233081.6753
1131,1.5,232902.3714
1132,1.5,232723.3637
1133,1.5,232544.6515
1134,1.5,232366.2339
1135,1.5,232188.1104
1136,1.5,232010.2801
1137,1.5,231832.7423
1138,1.5,231655.4963
1139,1.5,231478.5412
1140,1.5,231301.8765
1141,1.5,231125.5013
1142,1.5,230949.4149
1143,1.5,230773.6166
1144,1.5,230598.1057
1145,1.5,230422.8815
1146,1.5,230247.9432
1147,1.5,230073.2902
1148,1.5,229898.9216
1149,1.5,229724.8369
1150,1.4,229551.0352
1151,1.4,229377.5159
1152,1.4,229204.2783
1153,1.4,229031.3217
1154,1.4,228858.6454
1155,1.4,228686.2487
1156,1.4,228514.1308
1157,1.4,228342.2912
1158,1.4,228170.729
1159,1.4,227999.4437
1160,1.4,227828.4346
1161,1.4,227657.7009
1162,1.4,227487.2419
1163,1.4,227317.0571
1164,1.4,227147.1457
1165,1.4,226977.507
1166,1.4,226808.1404
1167,1.4,226639.0452
1168,1.4,226470.2208
1169,1.4,226301.6664
1170,1.4,226133.3815
1171,1.4,225965.3653
1172,1.4,225797.6172
1173,1.4,225630.1365
1174,1.4,225462.9227
1175,1.4,225295.9749
1176,1.4,225129.2927
1177,1.4,224962.8752
1178,1.4,224796.722
1179,1.4,224630.8323
1180,1.4,224465.2055
1181,1.4,224299.841
1182,1.4,224134.7382
1183,1.4,223969.8963
1184,1.4,223805.3148
1185,1.4,223640.993
1186,1.3,223476.9303
1187,1.3,223313.1261
1188,1.3,223149.5798
1189,1.3,222986.2907
1190,1.3,222823.2582
1191,1.3,222660.4817
1192,1.3,222497.9606
1193,1.3,222335.6942
1194,1.3,222173.682
1195,1.3,222011.9233
1196,1.3,221850.4175
1197,1.3,221689.1641
1198,1.3,221528.1624
1199,1.3,221367.4118
1200,1.3,221206.9118
1201,1.3,212486.2367
1202,1.3,212341.6882
1203,1.3,212197.2599
1204,1.3,212052.9516
1205,1.3,211908.7631
1206,1.3,211764.6943
1207,1.3,211620.7448
1208,1.3,211476.9146
1209,1.3,211333.2034
1210,1.3,211189.611
1211,1.3,211046.1372
1212,1.3,210902.7818
1213,1.3,210759.5447
1214,1.3,210616.4256
1215,1.3,210473.4244
1216,1.3,210330.5408
1217,1.3,210187.7747
1218,1.3,210045.1258
1219,1.3,209902.594
1220,1.3,209760.179
1221,1.3,209617.8808
1222,1.3,209475.699
1223,1.3,209333.6336
1224,1.2,209191.6843
1225,1.2,209049.8508
1226,1.2,208908.1332
1227,1.2,208766.531
1228,1.2,208625.0443
1229,1.2,208483.6727
1230,1.2,208342.4161
1231,1.2,208201.2742
1232,1.2,208060.247
1233,1.2,207919.3342
1234,1.2,207778.5357
1235,1.2,207637.8512
1236,1.2,207497.2806
1237,1.2,207356.8236
1238,1.2,207216.4802
1239,1.2,207076.2501
1240,1.2,206936.1331
1241,1.2,206796.129
1242,1.2,206656.2378
1243,1.2,206516.4591
1244,1.2,206376.7928
1245,1.2,206237.2388
1246,1.2,206097.7968
1247,1.2,205958.4666
1248,1.2,205819.2482
1249,1.2,205680.1413
1250,1.2,205541.1456
1251,1.2,205402.2612
1252,1.2,205263.4877
1253,1.2,205124.825
1254,1.2,204986.273
1255,1.2,204847.8314
1256,1.2,204709.5
1257,1.2,204571.2787
1258,1.2,204433.1674
1259,1.2,204295.1658
1260,1.2,204157.2738
1261,1.2,204019.4912
1262,1.2,203881.8177
1263,1.1,203744.2534
1264,1.1,203606.7979
1265,1.1,203469.4511
1266,1.1,203332.2129
1267,1.1,203195.083
1268,1.1,203058.0613
1269,1.1,202921.1476
1270,1.1,202784.3417
1271,1.1,202647.6436
1272,1.1,202511.0529
1273,1.1,202374.5696
1274,1.1,202238.1935
1275,1.1,202101.9244
1276,1.1,201965.7621
1277,1.1,201829.7064
1278,1.1,201693.7573
1279,1.1,201557.9145
1280,1.1,201422.1779
1281,1.1,201286.5473
1282,1.1,201151.0225
1283,1.1,201015.6034
1284,1.1,200880.2898
1285,1.1,200745.0815
1286,1.1,200609.9784
1287,1.1,200474.9804
1288,1.1,200340.0872
1289,1.1,200205.2986
1290,1.1,200070.6146
1291,1.1,199936.035
1292,1.1,199801.5596
1293,1.1,199667.1882
1294,1.1,199532.9207
1295,1.1,199398.7569
1296,1.1,199264.6967
1297,1.1,199130.7399
1298,1.1,198996.8863
1299,1.1,198863.1359
1300,1.1,198729.4883
1301,1.1,198595.9435
1302,1.1,198462.5013
1303,1,198329.1616
1304,1,198195.9241
1305,1,198062.7888
1306,1,197929.7555
1307,1,197796.824
1308,1,197663.9942
1309,1,197531.2658
1310,1,197398.6389
1311,1,197266.1131
1312,1,197133.6884
1313,1,197001.3646
1314,1,196869.1415
1315,1,196737.019
1316,1,196604.997
1317,1,196473.0752
1318,1,196341.2536
1319,1,196209.5319
1320,1,196077.9101
1321,1,195946.3879
1322,1,195814.9653
1323,1,195683.642
1324,1,195552.418
1325,1,195421.293
1326,1,195290.267
1327,1,195159.3397
1328,1,195028.5111
1329,1,194897.781
1330,1,194767.1491
1331,1,194636.6155
1332,1,194506.1799
1333,1,194375.8422
1334,1,194245.6022
1335,1,194115.4598
1336,1,193985.4149
1337,1,193855.4672
1338,1,193725.6168
1339,1,193595.8633
1340,1,193466.2067
1341,1,193336.6468
1342,1,193207.1836
1343,1,193077.8167
1344,0.9,192948.5461
1345,0.9,192819.3717
1346,0.9,192690.2933
1347,0.9,192561.3107
1348,0.9,192432.4239
1349,0.9,192303.6326
1350,1,192174.9368
1351,1,192046.3363
1352,1,191917.8309
1353,1,191789.4206
1354,1,191661.1051
1355,1,191532.8843
1356,1,191404.7582
1357,1,191276.7265
1358,1,191148.7891
1359,1,191020.9459
1360,1,190893.1967
1361,1,190765.5414
1362,1,190637.9799
1363,1,190510.512
1364,1,190383.1376
1365,1,190255.8565
1366,1,190128.6687
1367,1,190001.5739
1368,1,189874.5721
1369,1,189747.663
1370,1,189620.8467
1371,1,189494.1229
1372,1,189367.4914
1373,1,189240.9523
1374,1,189114.5052
1375,1,188988.1502
1376,0.9,188861.887
1377,0.9,188735.7155
1378,0.9,188609.6357
1379,0.9,188483.6473
1380,0.9,188357.7502
1381,0.9,188231.9443
1382,0.9,188106.2295
1383,0.9,187980.6056
1384,0.9,187855.0726
1385,0.9,187729.6302
1386,0.9,187604.2783
1387,0.9,187479.0169
1388,0.9,187353.8457
1389,0.9,187228.7646
1390,0.9,187103.7736
1391,0.9,186978.8725
1392,0.9,186854.0612
1393,0.9,186729.3394
1394,0.9,186604.7072
1395,0.9,186480.1644
1396,0.9,186355.7107
1397,0.9,186231.3463
1398,0.9,186107.0708
1399,0.9,185982.8841
1400,0.9,185858.7862
1401,0.9,185734.7769
1402,0.9,185610.8561
1403,0.9,185487.0237
1404,0.9,185363.2795
1405,0.9,185239.6234
1406,0.9,185116.0552
1407,0.9,184992.575
1408,0.9,184869.1824
1409,0.9,184745.8775
1410,0.9,184622.66
1411,0.9,184499.5299
1412,0.9,184376.487
1413,0.9,184253.5313
1414,0.9,184130.6625
1415,0.9,184007.8806
1416,0.9,183885.1854
1417,0.9,183762.5769
1418,0.9,183640.0548
1419,0.9,183517.6192
1420,0.9,183395.2697
1421,0.9,183273.0065
1422,0.9,183150.8292
1423,0.9,183028.7378
1424,0.9,182906.7322
1425,0.9,182784.8122
1426,0.9,182662.9777
1427,0.9,182541.2287
1428,0.9,182419.5649
1429,0.9,182297.9863
1430,0.9,182176.4928
1431,0.9,182055.0842
1432,0.9,181933.7604
1433,0.9,181812.5213
1434,0.9,181691.3668
1435,0.9,181570.2967
1436,0.9,181449.311
1437,0.9,181328.4095
1438,0.9,181207.5921
1439,0.9,181086.8587
1440,0.9,180966.2092
1441,0.9,180845.6434
1442,0.9,180725.1612
1443,0.9,180604.7626
1444,0.9,180484.4474
1445,0.9,180364.2155
1446,0.9,180244.0668
1447,0.9,180124.0011
1448,0.9,180004.0183
1449,0.9,179884.1184
1450,0.9,179764.3013
1451,0.9,179644.5667
1452,0.9,179524.9146
1453,0.9,179405.3449
1454,0.9,179285.8574
1455,0.9,179166.4521
1456,0.9,179047.1289
1457,0.9,178927.8875
1458,0.9,178808.728
1459,0.9,178689.6502
1460,0.9,178570.6539
1461,0.9,178451.7392
1462,0.9,178332.9058
1463,0.9,178214.1537
1464,0.9,178095.4827
1465,0.9,177976.8927
1466,0.9,177858.3836
1467,0.9,177739.9554
1468,0.9,177621.6079
1469,0.9,177503.3409
1470,0.9,177385.1545
1471,0.9,177267.0484
1472,0.9,177149.0225
1473,0.9,177031.0769
1474,0.9,176913.2112
1475,0.9,176795.4255
1476,0.9,176677.7197
1477,0.9,176560.0935
1478,0.9,176442.547
1479,0.9,176325.08
1480,0.9,176207.6923
1481,0.9,176090.384
1482,0.9,175973.1548
1483,0.9,175856.0047
1484,0.9,175738.9336
1485,0.9,175621.9414
1486,0.9,175505.0278
1487,0.9,175388.193
1488,0.9,175271.4367
1489,0.9,175154.7588
1490,0.9,175038.1593
1491,0.9,174921.638
1492,0.9,174805.1948
1493,0.9,174688.8296
1494,0.9,174572.5424
1495,0.9,174456.3329
1496,0.9,174340.2012
1497,0.9,174224.1471
1498,0.9,174108.1705
1499,0.9,173992.2712
1500,0.9,173876.4493
1501,0.9,173760.7045
1502,0.9,173645.0368
1503,0.9,173529.4462
1504,0.9,173413.9324
1505,0.9,173298.4953
1506,0.9,173183.135
1507,0.9,173067.8512
1508,0.9,172952.6439
1509,0.9,172837.513
1510,0.9,172722.4583
1511,0.9,172607.4798
1512,0.9,172492.5774
1513,0.9,172377.751
1514,0.9,172263.0004
1515,0.9,172148.3256
1516,0.9,172033.7264
1517,0.9,171919.2028
1518,0.9,171804.7547
1519,0.9,171690.382
1520,0.9,171576.0845
1521,0.9,171461.8622
1522,0.9,171347.715
1523,0.9,171233.6427
1524,0.9,171119.6454
1525,0.9,171005.7228
1526,0.9,170891.8748
1527,0.9,170778.1015
1528,0.9,170664.4026
1529,0.9,170550.7782
1530,0.9,170437.228
1531,0.9,170323.752
1532,0.9,170210.3501
1533,0.9,170097.0222
1534,0.9,169983.7682
1535,0.9,169870.588
1536,0.9,169757.4815
1537,0.9,169644.4486
1538,0.9,169531.4893
1539,0.9,169418.6034
1540,0.9,169305.7908
1541,0.9,169193.0514
1542,0.9,169080.3851
1543,0.9,168967.7919
1544,0.9,168855.2717
1545,0.9,168742.8243
1546,0.9,168630.4497
1547,0.9,168518.1477
1548,0.9,168405.9183
1549,0.9,168293.7613
1550,0.9,168181.6768
1551,0.9,168069.6645
1552,0.9,167957.7245
1553,0.9,167845.8565
1554,0.9,167734.0606
1555,0.9,167622.3365
1556,0.9,167510.6843
1557,0.9,167399.1039
1558,0.9,167287.595
1559,0.9,167176.1577
1560,0.9,167064.7919
1561,0.9,166953.4975
1562,0.9,166842.2743
1563,0.9,166731.1223
1564,0.9,166620.0414
1565,0.9,166509.0314
1566,0.9,166398.0924
1567,0.9,166287.2243
1568,0.9,166176.4268
1569,0.9,166065.7
1570,0.9,165955.0437
1571,0.9,165844.4579
1572,0.9,165733.9425
1573,0.9,165623.4973
1574,0.9,165513.1224
1575,0.9,165402.8175
1576,0.9,165292.5827
1577,0.9,165182.4177
1578,0.9,165072.3226
1579,0.9,164962.2973
1580,0.9,164852.3416
1581,0.9,164742.4555
1582,0.9,164632.6389
1583,0.9,164522.8916
1584,0.9,164413.2137
1585,0.9,164303.605
1586,0.9,164194.0654
1587,0.9,164084.5949
1588,0.9,163975.1933
1589,0.9,163865.8606
1590,0.9,163756.5967
1591,0.9,163647.4014
1592,0.9,163538.2748
1593,0.9,163429.2167
1594,0.9,163320.2271
1595,0.9,163211.3058
1596,0.9,163102.4528
1597,0.9,162993.6679
1598,0.9,162884.9512
1599,0.9,162776.3024
1600,0.9,162667.7216
1601,0.9,162559.2086
1602,0.9,162450.7634
1603,0.9,162342.3859
1604,0.9,162234.0759
1605,0.9,162125.8335
1606,0.9,162017.6585
1607,0.9,161909.5508
1608,0.9,161801.5103
1609,0.9,161693.5371
1610,0.9,161585.6309
1611,0.9,161477.7917
1612,0.9,161370.0194
1613,0.9,161262.314
1614,0.9,161154.6753
1615,0.9,161047.1033
1616,0.9,160939.5979
1617,0.9,160832.159
1618,0.9,160724.7865
1619,0.9,160617.4803
1620,0.9,160510.2405
1621,0.9,160403.0667
1622,0.9,160295.9591
1623,0.9,160188.9175
1624,0.9,160081.9418
1625,0.9,159975.032
1626,0.8,159868.188
1627,0.8,159761.4096
1628,0.8,159654.6969
1629,0.8,159548.0496
1630,0.8,159441.4678
1631,0.8,159334.9514
1632,0.8,159228.5003
1633,0.8,159122.1144
1634,0.8,159015.7936
1635,0.8,158909.5379
1636,0.8,158803.3471
1637,0.8,158697.2212
1638,0.8,158591.1602
1639,0.8,158485.1638
1640,0.8,158379.2321
1641,0.8,158273.365
1642,0.8,158167.5624
1643,0.8,158061.8242
1644,0.8,157956.1503
1645,0.8,157850.5407
1646,0.8,157744.9953
1647,0.8,157639.5139
1648,0.8,157534.0966
1649,0.8,157428.7433
1650,0.8,157323.4538
1651,0.8,157218.2281
1652,0.8,157113.0661
1653,0.8,157007.9678
1654,0.8,156902.933
1655,0.8,156797.9617
1656,0.8,156693.0538
1657,0.8,156588.2093
1658,0.8,156483.428
1659,0.8,156378.7099
1660,0.8,156274.0548
1661,0.8,156169.4628
1662,0.8,156064.9338
1663,0.8,155960.4676
1664,0.8,155856.0643
1665,0.8,155751.7236
1666,0.8,155647.4456
1667,0.8,155543.2302
1668,0.8,155439.0773
1669,0.8,155334.9868
1670,0.8,155230.9586
1671,0.8,155126.9927
1672,0.8,155023.089
1673,0.8,154919.2475
1674,0.8,154815.468
1675,0.8,154711.7504
1676,0.8,154608.0948
1677,0.8,154504.501
1678,0.8,154400.969
1679,0.8,154297.4986
1680,0.8,154194.0899
1681,0.8,154090.7426
1682,0.8,153987.4569
1683,0.8,153884.2325
1684,0.8,153781.0694
1685,0.8,153677.9676
1686,0.8,153574.927
1687,0.8,153471.9474
1688,0.8,153369.0289
1689,0.8,153266.1713
1690,0.8,153163.3747
1691,0.8,153060.6388
1692,0.8,152957.9636
1693,0.8,152855.3492
1694,0.8,152752.7953
1695,0.8,152650.3019
1696,0.8,152547.869
1697,0.8,152445.4965
1698,0.8,152343.1842
1699,0.8,152240.9322
1700,0.8,152138.7404
1701,0.8,152036.6087
1702,0.8,151934.537
1703,0.8,151832.5252
1704,0.8,151730.5734
1705,0.8,151628.6813
1706,0.8,151526.849
1707,0.8,151425.0764
1708,0.8,151323.3633
1709,0.8,151221.7098
1710,0.8,151120.1158
1711,0.8,151018.5812
1712,0.8,150917.1058
1713,0.8,150815.6898
1714,0.8,150714.3329
1715,0.8,150613.0351
1716,0.8,150511.7964
1717,0.8,150410.6167
1718,0.8,150309.4959
1719,0.8,150208.4339
1720,0.8,150107.4307
1721,0.8,150006.4862
1722,0.8,149905.6004
1723,0.8,149804.7731
1724,0.8,149704.0043
1725,0.8,149603.2939
1726,0.8,149502.6419
1727,0.8,149402.0483
1728,0.8,149301.5128
1729,0.8,149201.0355
1730,0.8,149100.6163
1731,0.8,149000.2551
1732,0.8,148899.9519
1733,0.8,148799.7066
1734,0.8,148699.5191
1735,0.8,148599.3894
1736,0.8,148499.3174
1737,0.8,148399.303
1738,0.8,148299.3461
1739,0.8,148199.4468
1740,0.8,148099.6049
1741,0.8,147999.8203
1742,0.8,147900.0931
1743,0.8,147800.4231
1744,0.8,147700.8102
1745,0.8,147601.2545
1746,0.8,147501.7558
1747,0.8,147402.314
1748,0.8,147302.9292
1749,0.8,147203.6012
1750,0.8,147104.33
1751,0.8,147005.1154
1752,0.8,146905.9576
1753,0.8,146806.8563
1754,0.8,146707.8115
1755,0.8,146608.8232
1756,0.8,146509.8913
1757,0.8,146411.0157
1758,0.8,146312.1963
1759,0.8,146213.4332
1760,0.8,146114.7261
1761,0.8,146016.0752
1762,0.8,145917.4802
1763,0.8,145818.9412
1764,0.8,145720.4581
1765,0.8,145622.0308
1766,0.8,145523.6592
1767,0.8,145425.3433
1768,0.8,145327.0831
1769,0.8,145228.8784
1770,0.8,145130.7292
1771,0.8,145032.6354
1772,0.8,144934.597
1773,0.8,144836.6139
1774,0.8,144738.6861
1775,0.8,144640.8135
1776,0.8,144542.996
1777,0.8,144445.2335
1778,0.8,144347.526
1779,0.8,144249.8735
1780,0.8,144152.2759
1781,0.8,144054.733
1782,0.8,143957.245
1783,0.8,143859.8116
1784,0.8,143762.4328
1785,0.8,143665.1087
1786,0.8,143567.839
1787,0.8,143470.6238
1788,0.8,143373.4629
1789,0.8,143276.3564
1790,0.8,143179.3041
1791,0.8,143082.3061
1792,0.8,142985.3622
1793,0.8,142888.4724
1794,0.8,142791.6366
1795,0.8,142694.8547
1796,0.8,142598.1268
1797,0.8,142501.4527
1798,0.8,142404.8324
1799,0.8,142308.2658
1800,0.8,142211.7529
1801,0.8,142115.2936
1802,0.8,142018.8878
1803,0.8,141922.5355
1804,0.8,141826.2366
1805,0.8,141729.9911
1806,0.8,141633.799
1807,0.8,141537.66
1808,0.8,141441.5743
1809,0.8,141345.5416
1810,0.8,141249.5621
1811,0.8,141153.6355
1812,0.8,141057.7619
1813,0.8,140961.9412
1814,0.8,140866.1734
1815,0.8,140770.4583
1816,0.8,140674.796
1817,0.8,140579.1863
1818,0.8,140483.6292
1819,0.8,140388.1246
1820,0.8,140292.6726
1821,0.8,140197.273
1822,0.8,140101.9257
1823,0.8,140006.6308
1824,0.8,139911.3881
1825,0.8,139816.1977
1826,0.8,139721.0594
1827,0.8,139625.9731
1828,0.8,139530.9389
1829,0.8,139435.9567
1830,0.8,139341.0264
1831,0.8,139246.1479
1832,0.8,139151.3213
1833,0.8,139056.5464
1834,0.8,138961.8232
1835,0.8,138867.1516
1836,0.8,138772.5316
1837,0.8,138677.9631
1838,0.8,138583.4461
1839,0.8,138488.9805
1840,0.8,138394.5663
1841,0.8,138300.2033
1842,0.8,138205.8916
1843,0.8,138111.6311
1844,0.8,138017.4217
1845,0.8,137923.2634
1846,0.8,137829.1561
1847,0.8,137735.0998
1848,0.8,137641.0944
1849,0.8,137547.1398
1850,0.8,137453.2361
1851,0.8,137359.383
1852,0.8,137265.5807
1853,0.8,137171.829
1854,0.8,137078.1279
1855,0.8,136984.4773
1856,0.8,136890.8772
1857,0.8,136797.3275
1858,0.8,136703.8282
1859,0.8,136610.3792
1860,0.8,136516.9804
1861,0.8,136423.6319
1862,0.8,136330.3334
1863,0.8,136237.0851
1864,0.8,136143.8868
1865,0.8,136050.7385
1866,0.8,135957.6402
1867,0.8,135864.5917
1868,0.8,135771.593
1869,0.8,135678.6441
1870,0.8,135585.7449
1871,0.8,135492.8954
1872,0.8,135400.0955
1873,0.8,135307.3452
1874,0.8,135214.6444
1875,0.8,135121.993
1876,0.7,135029.391
1877,0.7,134936.8384
1878,0.7,134844.3351
1879,0.7,134751.881
1880,0.7,134659.4761
1881,0.7,134567.1203
1882,0.7,134474.8136
1883,0.7,134382.556
1884,0.7,134290.3474
1885,0.7,134198.1876
1886,0.7,134106.0768
1887,0.7,134014.0148
1888,0.7,133922.0015
1889,0.7,133830.037
1890,0.7,133738.1211
1891,0.7,133646.2539
1892,0.7,133554.4352
1893,0.7,133462.6651
1894,0.7,133370.9434
1895,0.7,133279.2701
1896,0.7,133187.6452
1897,0.7,133096.0686
1898,0.7,133004.5403
1899,0.7,132913.0602
1900,0.7,132821.6282
1901,0.7,132730.2444
1902,0.7,132638.9086
1903,0.7,132547.6208
1904,0.7,132456.381
1905,0.7,132365.1891
1906,0.7,132274.045
1907,0.7,132182.9488
1908,0.7,132091.9003
1909,0.7,132000.8995
1910,0.7,131909.9464
1911,0.7,131819.0408
1912,0.7,131728.1829
1913,0.7,131637.3724
1914,0.7,131546.6094
1915,0.7,131455.8938
1916,0.7,131365.2256
1917,0.7,131274.6047
1918,0.7,131184.031
1919,0.7,131093.5045
1920,0.7,131003.0252
1921,0.7,130912.5931
1922,0.7,130822.2079
1923,0.7,130731.8698
1924,0.7,130641.5787
1925,0.7,130551.3345
1926,0.7,130461.1371
1927,0.7,130370.9866
1928,0.7,130280.8828
1929,0.7,130190.8258
1930,0.7,130100.8154
1931,0.7,130010.8517
1932,0.7,129920.9345
1933,0.7,129831.0639
1934,0.7,129741.2397
1935,0.7,129651.462
1936,0.7,129561.7307
1937,0.7,129472.0457
1938,0.7,129382.4069
1939,0.7,129292.8145
1940,0.7,129203.2682
1941,0.7,129113.7681
1942,0.7,129024.314
1943,0.7,128934.9061
1944,0.7,128845.5441
1945,0.7,128756.2281
1946,0.7,128666.9579
1947,0.7,128577.7337
1948,0.7,128488.5553
1949,0.7,128399.4226
1950,0.7,128310.3356
1951,0.7,128221.2944
1952,0.7,128132.2987
1953,0.7,128043.3487
1954,0.7,127954.4441
1955,0.7,127865.5851
1956,0.7,127776.7715
1957,0.7,127688.0033
1958,0.7,127599.2804
1959,0.7,127510.6028
1960,0.7,127421.9705
1961,0.7,127333.3834
1962,0.7,127244.8415
1963,0.7,127156.3447
1964,0.7,127067.8929
1965,0.7,126979.4862
1966,0.7,126891.1245
1967,0.7,126802.8077
1968,0.7,126714.5357
1969,0.7,126626.3087
1970,0.7,126538.1264
1971,0.7,126449.9889
1972,0.7,126361.896
1973,0.7,126273.8479
1974,0.7,126185.8443
1975,0.7,126097.8853
1976,0.7,126009.9709
1977,0.7,125922.1009
1978,0.7,125834.2754
1979,0.7,125746.4942
1980,0.7,125658.7574
1981,0.7,125571.0649
1982,0.7,125483.4167
1983,0.7,125395.8126
1984,0.7,125308.2528
1985,0.7,125220.737
1986,0.7,125133.2653
1987,0.7,125045.8377
1988,0.7,124958.4541
1989,0.7,124871.1143
1990,0.7,124783.8185
1991,0.7,124696.5666
1992,0.7,124609.3585
1993,0.7,124522.1941
1994,0.7,124435.0734
1995,0.7,124347.9965
1996,0.7,124260.9632
1997,0.7,124173.9734
1998,0.7,124087.0272
1999,0.7,124000.1246
2000,0.7,123913.2653
2001,0.7,123826.4495
2002,0.7,123739.6771
2003,0.7,123652.948
2004,0.7,123566.2622
2005,0.7,123479.6197
2006,0.7,123393.0203
2007,0.7,123306.4641
2008,0.7,123219.951
2009,0.7,123133.481
2010,0.7,123047.0541
2011,0.7,122960.6701
2012,0.7,122874.329
2013,0.7,122788.0309
2014,0.7,122701.7756
2015,0.7,122615.5632
2016,0.7,122529.3935
2017,0.7,122443.2665
2018,0.7,122357.1823
2019,0.7,122271.1406
2020,0.7,122185.1416
2021,0.7,122099.1852
2022,0.7,122013.2713
2023,0.7,121927.3998
2024,0.7,121841.5708
2025,0.7,121755.7842
2026,0.7,121670.0399
2027,0.7,121584.338
2028,0.7,121498.6783
2029,0.7,121413.0608
2030,0.7,121327.4856
2031,0.7,121241.9524
2032,0.7,121156.4614
2033,0.7,121071.0125
2034,0.7,120985.6055
2035,0.7,120900.2406
2036,0.7,120814.9176
2037,0.7,120729.6364
2038,0.7,120644.3972
2039,0.7,120559.1997
2040,0.7,120474.044
2041,0.7,120388.9301
2042,0.7,120303.8578
2043,0.7,120218.8272
2044,0.7,120133.8383
2045,0.7,120048.8908
2046,0.7,119963.9849
2047,0.7,119879.1205
2048,0.7,119794.2976
2049,0.7,119709.516
2050,0.7,119624.7758
2051,0.7,119540.077
2052,0.7,119455.4194
2053,0.7,119370.8031
2054,0.7,119286.228
2055,0.7,119201.694
2056,0.7,119117.2012
2057,0.7,119032.7495
2058,0.7,118948.3388
2059,0.7,118863.9691
2060,0.7,118779.6404
2061,0.7,118695.3526
2062,0.7,118611.1057
2063,0.7,118526.8996
2064,0.7,118442.7343
2065,0.7,118358.6099
2066,0.7,118274.5261
2067,0.7,118190.483
2068,0.7,118106.4806
2069,0.7,118022.5188
2070,0.7,117938.5976
2071,0.7,117854.7168
2072,0.7,117770.8766
2073,0.7,117687.0769
2074,0.7,117603.3175
2075,0.7,117519.5986
2076,0.7,117435.9199
2077,0.7,117352.2816
2078,0.7,117268.6835
2079,0.7,117185.1257
2080,0.7,117101.608
2081,0.7,117018.1305
2082,0.7,116934.693
2083,0.7,116851.2957
2084,0.7,116767.9383
2085,0.7,116684.621
2086,0.7,116601.3436
2087,0.7,116518.1061
2088,0.7,116434.9085
2089,0.7,116351.7507
2090,0.7,116268.6328
